what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.equinox.registry,3.5.101.R37x_v20110810-1611,"org.eclipse.equinox.registry",1397937423489
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1397937423490
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1397937423491
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1397937423491
started,bundle,org.eclipse.jdt.core,3.7.3.v20120119-1537,"org.eclipse.jdt.core",1397937423491
started,bundle,org.eclipse.jdt.core.manipulation,1.4.0.v20110928-1453,"org.eclipse.jdt.core.manipulation",1397937423491
started,bundle,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui",1397937423492
started,bundle,org.eclipse.jface,3.7.0.v20110928-1505,"org.eclipse.jface",1397937423493
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1397937423493
started,bundle,org.eclipse.m2e.logback.configuration,1.0.200.20111228-1245,"org.eclipse.m2e.logback.configuration",1397937423493
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.5.v20120123-0100,"org.eclipse.mylyn.bugzilla.core",1397937423493
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1397937423493
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1397937423495
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1397937423495
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1397937423496
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1397937423496
started,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1397937423497
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1397937423497
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1397937423497
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1397937423498
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1397937423498
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1397937423498
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1397937423498
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1397937423498
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1397937423498
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1397937423498
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1397937423499
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1397937423499
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1397937423500
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1397937423501
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1397937423501
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1397937423501
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1397937423501
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1397937423501
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1397937423501
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1397937423501
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1397937423503
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1397937423504
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1397937423504
started,bundle,org.eclipse.wb.discovery.core,1.3.0.r37x201202052340,"org.eclipse.wb.discovery.core",1397937423506
os,sysinfo,,,"win32",1397937423515
arch,sysinfo,,,"x86_64",1397937423515
ws,sysinfo,,,"win32",1397937423515
locale,sysinfo,,,"en_US",1397937423515
processors,sysinfo,,,"4",1397937423515
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1397937423515
java.runtime.version,sysinfo,,,"1.7.0_17-b02",1397937423515
java.specification.name,sysinfo,,,"Java Platform API Specification",1397937423515
java.specification.vendor,sysinfo,,,"Oracle Corporation",1397937423515
java.specification.version,sysinfo,,,"1.7",1397937423515
java.vendor,sysinfo,,,"Oracle Corporation",1397937423515
java.version,sysinfo,,,"1.7.0_17",1397937423515
java.vm.info,sysinfo,,,"mixed mode",1397937423515
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1397937423515
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1397937423515
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1397937423515
java.vm.specification.version,sysinfo,,,"1.7",1397937423515
java.vm.vendor,sysinfo,,,"Oracle Corporation",1397937423516
java.vm.version,sysinfo,,,"23.7-b01",1397937423516
started,bundle,org.eclipse.m2e.usagedata,1.0.200.20111228-1245,"org.eclipse.m2e.usagedata",1397937423525
started,bundle,org.eclipse.wb.discovery.ui,1.3.0.r37x201202052340,"org.eclipse.wb.discovery.ui",1397937423762
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1397937429080
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1397937430772
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1397937434761
started,bundle,org.python.pydev.shared_ui,2.8.2.2013090511,"org.python.pydev.shared_ui",1397937436893
started,bundle,org.python.pydev.core,2.8.2.2013090511,"org.python.pydev.core",1397937436906
started,bundle,org.python.pydev.shared_core,2.8.2.2013090511,"org.python.pydev.shared_core",1397937437000
started,bundle,com.python.pydev.analysis,2.8.2.2013090511,"com.python.pydev.analysis",1397937437026
started,bundle,org.python.pydev,2.8.2.2013090511,"org.python.pydev",1397937437037
started,bundle,org.eclipse.debug.core,3.7.1.v20111129-2031,"org.eclipse.debug.core",1397937450001
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1397937450251
started,bundle,org.python.pydev.parser,2.8.2.2013090511,"org.python.pydev.parser",1397937686640
error,log,,,"Info: Rebuilding internal caches: C:\\Users\\Amanpreet\\Documents\\GitHub\\AcademicArbiter\\.metadata\\.plugins\\com.python.pydev.analysis\\python_v1_edseys1kucp67tywmfck6dcvp\\python.pydevsysteminfo (Expected error to be provided and got no error!)",1397937922188
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1397937981526
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.preferences",1397937981590
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1397937986520
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1397937997863
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1397938001968
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1397938105812
error,log,,,"Info: Rebuilding internal caches: C:\\Users\\Amanpreet\\Documents\\GitHub\\AcademicArbiter\\.metadata\\.plugins\\org.eclipse.core.resources\\.projects\\academicarbiter\\com.python.pydev.analysis\\AdditionalProjectInterpreterInfo.pydevinfo (Expected error to be provided and got no error!)",1397938106173
started,bundle,org.eclipse.jdt.launching,3.6.1.v20111006_r372,"org.eclipse.jdt.launching",1397938106274
started,bundle,org.eclipse.jgit,1.3.0.201202151440-r,"org.eclipse.jgit",1397938106738
started,bundle,org.eclipse.egit.core,1.3.0.201202151440-r,"org.eclipse.egit.core",1397938106813
started,bundle,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui",1397938106942
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1397938113188
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1397938113419
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1397938113590
opened,view,org.python.pydev,2.8.2.2013090511,"org.python.pydev.navigator.view",1397938113945
activated,perspective,org.python.pydev,2.8.2.2013090511,"org.python.pydev.ui.PythonPerspective",1397938114001
activated,view,org.python.pydev,2.8.2.2013090511,"org.python.pydev.navigator.view",1397938114030
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1397938122604
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1397938130711
opened,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1397938130791
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1397938130879
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1397938131190
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1397938131284
activated,view,org.python.pydev,2.8.2.2013090511,"org.python.pydev.navigator.view",1397938137623
closed,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1397938137626
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1397938143083
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1397938145049
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1397938145056
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1397938145350
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1397938147133
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1397938147177
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1397938151989
opened,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1397938162902
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1397938162943
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1397938163147
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1397938172345
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1397938178927
activated,view,org.python.pydev,2.8.2.2013090511,"org.python.pydev.navigator.view",1397938179023
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1397938180772
closed,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1397938185241
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1397938185410
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1397938185448
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1397938190560
started,bundle,com.python.pydev,2.8.2.2013090511,"com.python.pydev",1397938196489
started,bundle,com.python.pydev.refactoring,2.8.2.2013090511,"com.python.pydev.refactoring",1397938196512
started,bundle,org.python.pydev.debug,2.8.2.2013090511,"org.python.pydev.debug",1397938196526
started,bundle,org.python.pydev.django,2.8.2.2013090511,"org.python.pydev.django",1397938196536
started,bundle,org.python.pydev.shared_interactive_console,2.8.2.2013090511,"org.python.pydev.shared_interactive_console",1397938196629
started,bundle,org.python.pydev.refactoring,2.8.2.2013090511,"org.python.pydev.refactoring",1397938196671
started,bundle,com.python.pydev.codecompletion,2.8.2.2013090511,"com.python.pydev.codecompletion",1397938197088
opened,editor,org.python.pydev,2.8.2.2013090511,"org.python.pydev.editor.PythonEditor",1397938198991
activated,editor,org.python.pydev,2.8.2.2013090511,"org.python.pydev.editor.PythonEditor",1397938199177
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1397938199327
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1397938199476
started,bundle,org.python.pydev.jython,2.8.2.2013090511,"org.python.pydev.jython",1397938205441
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1397938215949
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1397938223882
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1397938248697
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1397938255685
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1397939947116
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1397939949175
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1397939979905
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1397939986673
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1397939988239
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1397940026331
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1397940027992
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1397940040279
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1397940070916
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1397940083920
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1397940087249
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1397940090907
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1397940093351
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1397940100986
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1397940103623
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1397940109356
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1397940110557
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1397940114874
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1397940120346
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1397940137740
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1397940145396
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1397940222240
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1397940223306
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1397940264183
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1397940269305
opened,editor,org.python.pydev,2.8.2.2013090511,"org.python.pydev.editor.PythonEditor",1397940279418
activated,editor,org.python.pydev,2.8.2.2013090511,"org.python.pydev.editor.PythonEditor",1397940279466
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1397940279509
activated,editor,org.python.pydev,2.8.2.2013090511,"org.python.pydev.editor.PythonEditor",1397940284528
activated,editor,org.python.pydev,2.8.2.2013090511,"org.python.pydev.editor.PythonEditor",1397940285904
activated,editor,org.python.pydev,2.8.2.2013090511,"org.python.pydev.editor.PythonEditor",1397940290532
activated,editor,org.python.pydev,2.8.2.2013090511,"org.python.pydev.editor.PythonEditor",1397940297946
activated,editor,org.python.pydev,2.8.2.2013090511,"org.python.pydev.editor.PythonEditor",1397940302948
activated,editor,org.python.pydev,2.8.2.2013090511,"org.python.pydev.editor.PythonEditor",1397940305359
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1397940341403
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1397940351493
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1397940382808
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1397940393442
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1397940395588
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1397940406391
opened,editor,org.python.pydev,2.8.2.2013090511,"org.python.pydev.editor.PythonEditor",1397940411494
activated,editor,org.python.pydev,2.8.2.2013090511,"org.python.pydev.editor.PythonEditor",1397940411523
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1397940411553
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1397940489961
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1397940503480
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1397940504333
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1397940515447
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1397940516197
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1397940527126
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1397940527749
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1397940529845
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1397940540534
opened,editor,org.python.pydev,2.8.2.2013090511,"org.python.pydev.editor.PythonEditor",1397940546701
activated,editor,org.python.pydev,2.8.2.2013090511,"org.python.pydev.editor.PythonEditor",1397940546820
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1397940546891
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1397940608199
